Srta. Alessandra Mendes Pereira,Sra. Poliana Dominato Delgado,2015-09-02,231.495.831-44,tJXuqVPwVrhpzLI,pacientes_fotos/cVYiJQSyeYLM97Ww2aNfZn40XZcNEHzBACid92IRcxSFluNy4bbYWZK8ZlkqgIUvu4G7EFpih1m7LTNmrUD4aVL02XpdeNwf9Lp9cL7lUBKe8OuKrGVcO7XtpWHA3IHZqOkbyQtMEvgLI2eN88V37OA3BCN84Ob1jcLcCUIvh1IDGxCiB.png
Sra. Franciele Gonçalves,Francisco Maia Aragão,2007-11-23,109.614.633-92,Sk9uNObSE1ehwVg,pacientes_fotos/NhHNlVS7phB5ObqPqftqs4LbNuZWYY4LaqVsF2Yr29GHeyMVXHtLrWo4bAhmvK5hFuJnTMOhvoCG6GGBvMtdbyMmQtBUpfJbxoNZGf7twEf3gjBfBsp8y9E4EsneIxL5Fua3LW23dJIW3j6vSgKrPe0D1mYW4IzZl9WhZVPl5VFA53AfQ.png
Sr. Théo Santiago Faria,Sr. Wagner Valentin Medina,1987-05-27,087.895.029-06,2JLgnNoDGPsKhm8,pacientes_fotos/UodEiToINyWqk6HOYXYIiH2WU0kZNNbKpJwYaCiWd9lpOWrk95mJsuFw9ZsXYAUSIJOWfkVTQIXMjyzfylkPnbBE06EX8Xq9bowbENOxdFZEkhTPWSCr7BmmPe3ieEciijKQ1MWr1tF1B5eZ4muHNZCJJxTE6zV97m6QtJOipayG3CNfn.png
Lucio Daniel Camacho Jr.,Larissa Maldonado Flores,1978-01-30,546.993.166-89,sIM8P9bA6TLCadQ,pacientes_fotos/dTuVZX40mhd01E09EciRg8Hvf5tLigyoAvNY4cKzYhUsRKUyoOCu9deSqNOgJy1eZBXb4IHzyJnMUtgYRpFK3Zd383bba3kKQDu2TvryqI2hjrgzeLQ8KOLxR75xrR5HP3g3bt1j1jJD5wFdm4PzIdzRPhZCK1STRn2JadSr3hnHvwpRe.png
Eloah Sanches Sales,Srta. Roberta Lavínia Roque Filho,1975-05-01,488.461.660-00,vhYdYLIfAjQGhh6,pacientes_fotos/PN9j6YV0lDyRHmDZM9ojv5a54grBQpBzZj2pc1njjBZQlwpW1ECUzTYAWoTBBGbGrqcMdD11Z2yyXAey2gl1kuhXIee9WP2IAnNRe7j8ncPU4gXTUVsLU9cWGmejcN7HyXpSvZ5BxrEBt4woFSFFyMmkmOCBRMunBSATzcPY7ZKDFjE9p.png
Inácio Valentin Filho,Kléber D'ávila Sobrinho,1973-04-24,719.493.807-34,gyCa0Tea0yd6ydk,pacientes_fotos/VYRCaBJGSUB1Spr2yW1r6x8B4tRE59YSAxy7ElDaWRrXWTWVYIcrhnZfaUcD6mYfEHHoz8cUus5KmyeDNrdrl9qlMumOlVj56JPmyaoiucm56RIKfdcL173ya6lP3ZwRapMhcFvqap0OzDP22124qLqB4aqRyO1hLETRoFKpeE9Tde6Lv.png
Henrique Ramos Saraiva Sobrinho,Carolina Bárbara Faria Jr.,2013-12-04,417.129.433-91,J6vmdfoLyltoz3a,pacientes_fotos/7Lf4rkKwjSK2Ajpf7HLPjnSPuKTB3DDaqOb41Mnd28QeLepc66IueNjAiGZcHF1abzVKtwNWIozzQv7C2M3PclLomNuJhiiPQtMqpl0Lc83zzbcxbZhJwziFeSjm4snsx4VB3BCSG3qWTuwlLPhKns19HynxPRlJvZJOXPVcs2xobTftA.png
Sra. Júlia Matos,Dr. Sérgio Hernani Queirós,2010-07-05,554.386.434-58,WTqqCvQyp8YwWrY,pacientes_fotos/NXBssaZg00czGPtEk21mjaDzJ9cjKe42qvJS5Ysm1fZOdMbLweSzD6MrmHuaiEy0B4Ba19vKsxUlec5iPJbNGH1tKDfxr5XuXqjRByesA31KqkxhohoZ88EbQPjDqRglHtigRSRUOHNaexrVSXQT54bKnII2h2OIncDZ2XmxdgRBmAnzR.png
Dr. Fábio Ferminiano,Dr. Rogério Zaragoça,1974-11-07,107.323.471-14,Ym5LhStpfqSTP0a,pacientes_fotos/vo0OcfNWvxG1MPUdCM0YmOx9qlF28BJZwxsicsMW1dhl1MNX1ytrkFuH0pxpm4kQilSyCpq51MsIIywAj6UdGdb5jr7gl0dnWnauUbg6IVT9lzXsETnoKhWwESgGzbCgS2PtShPiZJyfnpNZLvQ0X0vYzlDRCc1tH7ubEiptaAW2dSy5C.png
Sr. Simão Aguiar Sobrinho,Heloise Rios,2014-09-09,450.297.146-42,65wBGwxVZr4TrfN,pacientes_fotos/ViBjwIik8ed2k5jTn8IpCmok9tHfCtI3f6AFC7loedxD2b3owZALedKoZ2VKKZgVWMHGshIDF7SCOeymlyyrVdCPJd8cIRZ7hTk24bK85hcFCXJwDP9rsfdrL5BnxGYHQjcjKHD3XBOSQ4aXvuJCcAEnKme5eO1hw0GxrwA6nUNyCakSP.png
Leonardo Quintana Caldeira,Yuri Jimenes Ferminiano Neto,2014-01-14,122.025.448-79,BsnkHYCfKtwSJ5X,pacientes_fotos/YxHr3XyCo4TBS6blErTWmemhTdvUpQ9VEULaUN9MyTrUjePS7Ire5beS9ggnAEbhQi4xWMtsLWUHRLW8SgJTibSGMjAag9bviQE7youiXGYNHBbKtvMZnCc1xgRaZgzdl30V2W5MPrrq6XdP2YprTyyX9JK4jNvqsaFf2627Y2lEuqYCB.png
Srta. Valentina Suelen Zambrano Filho,César Vega Filho,1978-12-04,435.211.729-37,gM4uKav7ovEqqht,pacientes_fotos/BLqajvCz8n379j6Wj8NQjghmJA4BhYN7UGLtsU31o5B94xWpCxx5gtcSEbJaO4UGZwRXQkuQwTHey9m1E6GHjIyyP8hvafjCUadYFLmGn4pc0455bJTKZd9xQbhJpO0tvK7pqJJQPrv5XsKxMcLaSpmgzCMhQp2fzTimFArVsevHjBuoI.png
Sra. Naomi Fontes Neto,Dr. Nelson Alcantara Estrada,2005-12-13,875.323.775-71,y1XoYj7WNVEOmSv,pacientes_fotos/LTDFjcSXyv8AeVtacK868SfuBZdiLjcaClX20E4Uu32ElV5f6MPdGbfYvBbhVIExd9aD5CD7mnAp47lVoVD3bLmtHoW1OFiCU3fIzF6Wib01Dax0cZEpm5pK6lt7JNS3zGJpn5uEFZIXTsXRSViQmJ9wtDfRAZpZZY50kPOoy2BTUs7jd.png
Sra. Priscila Mariana Salas,Regiane Isadora Lovato Jr.,1970-06-27,799.814.339-85,RrANt9qeWM76W7V,pacientes_fotos/wXoJElN93Dxi2v7KivUyIAOJFr2r61KjeLAh1Za5hxobaKkfVAq3ySHWFJykjdRFSTu05lXirpPlXLpFnwXr7r3qBnXyusVruZf8t2YbTkNWZw0WnbLO6i14CKXmk8p5OOVxxlwioO0xvNwDGyl6Lf5clx4VoV3XyArsS8Y92c8rCsPHh.png
Rafael Kevin Lutero,Liz Tamoio Espinoza Sobrinho,1984-10-28,237.119.831-54,sX26OBDJIPe9oDT,pacientes_fotos/8RSgbQFOzDEXMYGwBkc2jBbQpAPs28k1uFGuOSzNDiV3UGWVxtFEqdPEG8OwQ8IM5Qs7NSYpLSmYdNb7XGGX0cOuPf3hTDWMRMg5Kw178dABgqEXdHxpFovT1tEWOz8KJRMqDEg70TbQhXIn9Ghs6hHwf2D2ms7n1I8V7vY8Cf0L5Ck9I.png
